WKT,name,description
"POLYGON ((-122.5199787 37.8068188, -122.3776363 37.5210756, -122.0041012 37.2111029, -121.7569088 37.2417205, -121.8800251 37.7416894, -122.2782795 37.9076561, -122.5199787 37.8068188))",SF Bay Area,
